doc_id;datetime;text;media;alt_text;likes;reposts;replies;username;handle;user_description;user_image;user_followers;commented_post;sponsored;target;condition;sequence
16;02.04.24 16:23;Cleveland here we come!! ✈️ #MarchMadness;https://pbs.twimg.com/media/GKKpJqMXoAA0sfa?format=jpg&name=medium;image showing …;2400;296;46;South Carolina Women's Basketball;GamecockWBB;"𝐖𝐞 𝐚𝐫𝐞 𝐒𝐨𝐮𝐭𝐡 𝐂𝐚𝐫𝐨𝐥𝐢𝐧𝐚 𝐖𝐨𝐦𝐞𝐧'𝐬 𝐁𝐚𝐬𝐤𝐞𝐭𝐛𝐚𝐥𝐥. Home to the 2017 & 2022 National Champions. 8-Time 
@SEC
 Champions. 22 All-Americans.";https://pbs.twimg.com/profile_images/1610648915183022086/Frn_5U0__400x400.png;138600;0;0;;control;17
17;31.03.24 05:24;#Pitt has a 3-1 record against these teams playing for a spot in the Final 4. #ACC #MarchMadness;https://pbs.twimg.com/media/GJ5DXoXXEAAJTPa?format=jpg&name=medium;image showing …;251;25;7;Presto;MattPresto;Psychiatric RN.;https://pbs.twimg.com/profile_images/1724484780165672960/fP9e8GzD_400x400.jpg;770;0;0;;control;18
18;02.04.24 07:22;"“dO yOU rEALLy NeED eAr pLugS?”
<br><br>
#MarchMadness";https://pbs.twimg.com/media/GKItQs0bAAAA6GB?format=jpg&name=large;image showing …;105;4;3;Howard Lao;HowardLao;📸 Freelance Photographer (IG: howlaophotography) 🥇Former D1 Hurdler at the University of Washington 🏃🏻‍♂️USATF Level 1 / H.S Coach (9th season);https://pbs.twimg.com/profile_images/1744939996526825472/03PgAGwZ_400x400.jpg;2969;0;0;;control;19
19;04.01.24 13:46;"Hate to see them go…
<br><br>
Love to watch them leave ✌️
<br><br>
#MarchMadness";https://pbs.twimg.com/media/GKCUd46XQAEi6xj?format=jpg&name=large;image showing …;39;21;4;732 Studios;732_studios;everything that’s anything in sports... flock up!🦅 follow for daily sports news and satire… #732Studios Sports, Comedy, News, Music, Radio… 👇;https://pbs.twimg.com/profile_images/1709289530409291776/yNx8F0EE_400x400.jpg;7527;0;0;;control;20
20;31.03.24 10:39;I’m not saying Tennessee was robbed but I have it on good authority that the refs are on their way to the hospital to have their heads surgically removed from Purdue’s asses. #MarchMadness;;image showing …;89;6;0;lex;alexismcraew;Insta: alexismcraewhite • CEO: In Good Taste 🍸 • Host: Lex Appeal Podcast 🎙;https://pbs.twimg.com/profile_images/1588917314623258628/hlTq4nPl_400x400.jpg;1223;0;0;;control;21
21;02.04.24 13:45;"Ford Transit—America’s best-selling commercial van—celebrates 10 years of U.S. production; #BuiltFordTough to get the job done.";;image showing …;82;20;7;Ford Motor Company;Ford;Helping to build a better world where every person is free to move and pursue their dreams.;https://pbs.twimg.com/profile_images/1390283337055490048/Dt5ZJBL6_400x400.png;1400000;0;1;https://www.ford.com/;control;22
22;02.04.24 13:43;Caitlin Clark is back in the “Bruce Lee” Kobe 5s again tonight for #MarchMadness;https://pbs.twimg.com/media/GKHftEzakAARe_C?format=jpg&name=large;image showing …;490;48;2;Nick DePaula;NickDePaula;I cover the footwear industry and NBA, WNBA & NIL marketing. On Boardroom / ESPN / Nice Kicks / Sole Collector over the last 15 years. ;https://pbs.twimg.com/profile_images/937803886261178368/rtLMkcs8_400x400.jpg;68700;0;0;;control;23
23;02.04.24 02:07;Man Flau'Jae is a warrior. Incredible first half from both teams! This is why ✨everyone watches women's sports✨ #MarchMadness;;image showing …;96;5;1;Errin Haines 🐴🤠🇺🇸🍑;errinhaines;"Editor at Large 
@19thnews
 and host of The Amendment podcast. 
@MSNBC
 Contributor. Devout 🍑. Practicing Philadelphian. Proverbs 31:31";https://pbs.twimg.com/profile_images/1765488011444097024/HDLc4hyG_400x400.jpg;88200;0;0;;control;24
0;03.04.24 14:01;LSU-Iowa's epic Elite Eight showdown was watched by 12.3 million viewers, according to @ESPN, making it the most-watched women’s college basketball game ever. #MarchMadness 🏀;;image showing …;4;1;0;Good Morning America;GMA;"Put some GOOD in your morning! Watch 
@GMA
 at 7am and around the clock at http://GoodMorningAmerica.com";https://pbs.twimg.com/profile_images/1605269435501125660/_t4Nk582_400x400.jpg;3700000;0;0;;praise;1
1;02.04.24 10:06;Wait a minute, these teams going STRAIGHT to Cleveland from the regional sites? They’re not going home to pack a new pair of undergarments?? 😭😭 #NCAAMarchMadness #MarchMadness;https://media.giphy.com/media/v1.Y2lkPTc5MGI3NjExYjRrN3psN3U1Mnp1M2ZydWhkM3AxZnQweGQxcGJpcmoxd2ZocHgxNCZlcD12MV9pbnRlcm5hbF9naWZfYnlfaWQmY3Q9Zw/hOYYzRURI4ERa/giphy.gif;image showing …;134;3;15;Jayeee;Ooh_Im_Fanceyy;Ask me what you wanna know 🤷🏽‍♂️;https://pbs.twimg.com/profile_images/1436302686077472769/k6et5Sd6_400x400.jpg;13200;0;0;;praise;2
2;02.04.24 18:53;"I was rooting for LSU to win it all, however it’s important for coaches/parents to teach athletes how to win and how to lose. Stay humble and hungry. <br><br>
Did LSU lose their hunger to win? #LSUvsIowa #MarchMadness";;image showing …;99;26;56;Rev. Damien Jones;NobleNegroe;🇺🇸 Keynote Speaker | Podcaster | Republican Strategist | Military vet | Sports & Political Analyst ;https://pbs.twimg.com/profile_images/1734259170017239040/h-r1ID_k_400x400.jpg;4320;0;0;;praise;3
3;31.03.24 15:04;"I FOUND A MARCH MADNESS LOCK 🤫
<br><br>
B2B BANKROLL DUMP PLAY 💰
<br><br>
❤️ FOR PLAY <br><br>
#MarchMadness";https://pbs.twimg.com/media/GKAD50VbEAAjExn?format=jpg&name=medium;image showing …;253;9;9;DREAMS BETS 🔮;DreamsBets;#1 Sports Consultant | Turned $200 to $47,000 in 1 month | +212 Units NBA Props YTD | Read Lines , Bet Smarter 🧠;https://pbs.twimg.com/profile_images/1666567406540689408/5rMS5HrD_400x400.jpg;13100;0;0;;praise;4
4;31.03.24 15:42;"""I'm a professional cutting-net guy. If you need to cut a net, call me."" - Hassan Diarra, 2024 😂<br><br>
Possibly my favorite quote from the UConn locker room last night. <br>
@hassan_diarra11 <br>
 
#MarchMadness #UConn";;image showing …;1100;137;6;Jonah Karp;JonahKarpTV;"Sports Director, Anchor 
@FOX61News
 | Billy Joel Fan";https://pbs.twimg.com/profile_images/1773187842555977728/mCylSSqo_400x400.jpg;1137;0;0;;praise;5
5;02.04.24 15:02; @twix Competitor or not, congrats on 54 years in business! Even we can admit - Twix are delicious.;;image showing …;110;21;11;KITKAT;KITKAT;A tasty treat with your tweet! 🍫 #HaveABreak;https://pbs.twimg.com/profile_images/1578295128409743360/HWPqt1hy_400x400.jpg;491900;0;1;https://shop.hersheys.com/our-brands/kit-kat%C2%AE/;praise;6
6;02.04.24 16:53;"“She’s the best teammate I’ve ever had.”<br><br>
I don’t think people realize how special the relationship is between Caitlin Clark and Kate Martin. This Iowa team doesn’t win without Kate. <br>  #IOWAvsLSU #hawkeyes #marchmadness";;image showing …;2100;77;6;Kylen Mills;KylenMills;"Sports Broadcaster, 
@bigtennetwork
 
@PAC12Network
 
@nwsl, ACC on the CW & more | washed up college ⚽️ player | Chicago native | pizza aficionado";https://pbs.twimg.com/profile_images/1752894639915274240/qj4npWze_400x400.jpg;16700;0;0;;praise;7
7;02.04.24 18:18;"BELIEVE.
<br><br>
#MarchMadness x 
@IowaWBB";;image showing …;11000;832;41;NCAA March Madness;MarchMadnessWBB;The official account of NCAA DI Women’s Basketball! Join us with #NCAAWBB | #MarchMadness and #WFinalFour;https://pbs.twimg.com/profile_images/1770245091820486656/ksgg9zTE_400x400.jpg;672800;0;0;;praise;8
8;02.04.24 12:25;"Love 
@caitlinclark22
 but gotta go with my 
@LSUwbkb
 tonight! #GeauxTigers #MarchMadness";https://pbs.twimg.com/media/GKHN4GwWAAE6iTh?format=jpg&name=large;image showing …;2800;337;117;Tim McGraw;TheTimMcGraw;Get your tickets for the #StandingRoomOnly Tour '24!;https://pbs.twimg.com/profile_images/1726837592186843136/-LqgR9pM_400x400.jpg;3000000;0;0;;praise;9
9;01.04.24 15:25;"WE'RE ALL SET FOR PHOENIX 🍿

#MarchMadness";https://pbs.twimg.com/media/GKCZNFbWAAARxy_?format=jpg&name=large;image showing …;6100;858;68;NCAA March Madness;MarchMadnessWBB;The official account of NCAA DI Women’s Basketball! Join us with #NCAAWBB | #MarchMadness and #WFinalFour;https://pbs.twimg.com/profile_images/1770245091820486656/ksgg9zTE_400x400.jpg;672800;0;0;;praise;10
10;01.04.24 15:30;Introducing the 2024 NCAA All Prisoner 1st Team #MarchMadness ⬇️;https://pbs.twimg.com/media/GKCuc_QWAAAY9b9?format=png&name=900x900;image showing …;386;23;8;the wheel (real);stephantimmy17;Kansas born and raised 🌻| Typical Jayhawks and Chiefs fan. | I follow back if you're not a bot;https://pbs.twimg.com/profile_images/1768228691828453377/X5LoEKoD_400x400.jpg;205;0;0;;praise;11
11;31.03.24 10:18;"This isn't the 1st year women's #MarchMadness has been ""exciting.""
<br><br>
It's always been exciting - this is just the most it's ever been broadcast or marketed so the *reach* of the excitement is up.
<br><br>
Remember that the women weren't even allowed to call it ""March Madness"" until 2022.";;image showing …;386;89;2;Caroline Fitzgerald;pghcaroline;"Unapologetically working to grow women’s sports.⚡️Founder of 
@goals_sports_
 & host of🎙️The Business Case For Women’s Sports, presented by 
@Ally
 🏆";https://pbs.twimg.com/profile_images/1674094249380282373/P58o0fCe_400x400.jpg;5136;0;0;;praise;12
12;03.04.24 12:06;"March Madness to cap off an amazing Q1! This weekend was one of the most memorable & fun events that I’ve been part of. 
<br><br>
Here are some behind the scenes + a few of my favorite images ⬇️ <br><br>
#MarchMadness #MarchMadnessWBB #SportsPhotography";https://pbs.twimg.com/media/GKMTJZnaoAA0Mc6?format=jpg&name=large;image showing …;71;1;3;Howard Lao;HowardLao;📸 Freelance Photographer (IG: howlaophotography) 🥇Former D1 Hurdler at the University of Washington 🏃🏻‍♂️USATF Level 1 / H.S Coach (9th season);https://pbs.twimg.com/profile_images/1744939996526825472/03PgAGwZ_400x400.jpg;2969;0;0;;praise;13
13;01.04.24 15:06;"About last night!! 
<br><br>
#GoPack | #MarchMadness";https://pbs.twimg.com/media/GKFTa8UbkAA2bhk?format=jpg&name=large;image showing …;1000;89;16;NC State Men's Basketball;PackMensBball;Official Twitter Account for NC State Men's Basketball. | IG: PackMensBball;https://pbs.twimg.com/profile_images/1436274604289445895/cRz99Ht-_400x400.jpg;119700;0;0;;praise;14
14;02.04.24 11:56;I want to remind everyone we had Purdue beat with EDEY two years ago with a team that finished DFL in the #ACC. We beat ourselves and went to OT and lost. WE CAN DO THIS. #wpn #GoPack #MarchMadness #FinalFour;https://pbs.twimg.com/media/GKMQyVXXQAAMtwK?format=jpg&name=large;image showing …;100;5;7;Ian C. Dunne;iancdunne02;"Practical #WPN Grad & Fan | Chelsea FC | #USMNT | Dad/Husband | I don’t engage with fake avatar troll accounts; only real people, please";https://pbs.twimg.com/profile_images/1315299353687461888/oMqNmz1O_400x400.jpg;412;0;0;;praise;15
15;02.04.24 13:38;This LSU vs Iowa game is shaping up to be a close battle the entire way, and I’m loving it! #NCAAWBB #MarchMadness;https://media.giphy.com/media/v1.Y2lkPTc5MGI3NjExdG90OGxkczVsc2pzaWY5ZHA3YmdrOGkzcG5leDZra2N3Y3drcnZjcCZlcD12MV9pbnRlcm5hbF9naWZfYnlfaWQmY3Q9Zw/guufsF0Az3Lpu/giphy.gif;image showing …;318;35;7;I'm_That_Girl;Marlena_Turner;Graphic Design Team Leader, Gamer & Your Resident Cool Chick 🏳️‍🌈 ♍;https://pbs.twimg.com/profile_images/1641618694366281729/euSEQ3Sl_400x400.jpg;204;0;0;;praise;16
16;02.04.24 16:23;Cleveland here we come!! ✈️ #MarchMadness;https://pbs.twimg.com/media/GKKpJqMXoAA0sfa?format=jpg&name=medium;image showing …;2400;296;46;South Carolina Women's Basketball;GamecockWBB;"𝐖𝐞 𝐚𝐫𝐞 𝐒𝐨𝐮𝐭𝐡 𝐂𝐚𝐫𝐨𝐥𝐢𝐧𝐚 𝐖𝐨𝐦𝐞𝐧'𝐬 𝐁𝐚𝐬𝐤𝐞𝐭𝐛𝐚𝐥𝐥. Home to the 2017 & 2022 National Champions. 8-Time 
@SEC
 Champions. 22 All-Americans.";https://pbs.twimg.com/profile_images/1610648915183022086/Frn_5U0__400x400.png;138600;0;0;;praise;17
17;31.03.24 05:24;#Pitt has a 3-1 record against these teams playing for a spot in the Final 4. #ACC #MarchMadness;https://pbs.twimg.com/media/GJ5DXoXXEAAJTPa?format=jpg&name=medium;image showing …;251;25;7;Presto;MattPresto;Psychiatric RN.;https://pbs.twimg.com/profile_images/1724484780165672960/fP9e8GzD_400x400.jpg;770;0;0;;praise;18
18;02.04.24 07:22;"“dO yOU rEALLy NeED eAr pLugS?”
<br><br>
#MarchMadness";https://pbs.twimg.com/media/GKItQs0bAAAA6GB?format=jpg&name=large;image showing …;105;4;3;Howard Lao;HowardLao;📸 Freelance Photographer (IG: howlaophotography) 🥇Former D1 Hurdler at the University of Washington 🏃🏻‍♂️USATF Level 1 / H.S Coach (9th season);https://pbs.twimg.com/profile_images/1744939996526825472/03PgAGwZ_400x400.jpg;2969;0;0;;praise;19
19;04.01.24 13:46;"Hate to see them go…
<br><br>
Love to watch them leave ✌️
<br><br>
#MarchMadness";https://pbs.twimg.com/media/GKCUd46XQAEi6xj?format=jpg&name=large;image showing …;39;21;4;732 Studios;732_studios;everything that’s anything in sports... flock up!🦅 follow for daily sports news and satire… #732Studios Sports, Comedy, News, Music, Radio… 👇;https://pbs.twimg.com/profile_images/1709289530409291776/yNx8F0EE_400x400.jpg;7527;0;0;;praise;20
20;31.03.24 10:39;I’m not saying Tennessee was robbed but I have it on good authority that the refs are on their way to the hospital to have their heads surgically removed from Purdue’s asses. #MarchMadness;;image showing …;89;6;0;lex;alexismcraew;Insta: alexismcraewhite • CEO: In Good Taste 🍸 • Host: Lex Appeal Podcast 🎙;https://pbs.twimg.com/profile_images/1588917314623258628/hlTq4nPl_400x400.jpg;1223;0;0;;praise;21
21;02.04.24 13:45;"Ford Transit—America’s best-selling commercial van—celebrates 10 years of U.S. production; #BuiltFordTough to get the job done.";;image showing …;82;20;7;Ford Motor Company;Ford;Helping to build a better world where every person is free to move and pursue their dreams.;https://pbs.twimg.com/profile_images/1390283337055490048/Dt5ZJBL6_400x400.png;1400000;0;1;https://www.ford.com/;praise;22
22;02.04.24 13:43;Caitlin Clark is back in the “Bruce Lee” Kobe 5s again tonight for #MarchMadness;https://pbs.twimg.com/media/GKHftEzakAARe_C?format=jpg&name=large;image showing …;490;48;2;Nick DePaula;NickDePaula;I cover the footwear industry and NBA, WNBA & NIL marketing. On Boardroom / ESPN / Nice Kicks / Sole Collector over the last 15 years. ;https://pbs.twimg.com/profile_images/937803886261178368/rtLMkcs8_400x400.jpg;68700;0;0;;praise;23
23;02.04.24 02:07;Man Flau'Jae is a warrior. Incredible first half from both teams! This is why ✨everyone watches women's sports✨ #MarchMadness;;image showing …;96;5;1;Errin Haines 🐴🤠🇺🇸🍑;errinhaines;"Editor at Large 
@19thnews
 and host of The Amendment podcast. 
@MSNBC
 Contributor. Devout 🍑. Practicing Philadelphian. Proverbs 31:31";https://pbs.twimg.com/profile_images/1765488011444097024/HDLc4hyG_400x400.jpg;88200;0;0;;praise;24
